corpus_id,entry_no,definition,prediction,present,present_1sg,imperfective,perfective,imperative,infinitive
1256,1307,he/she is curing him/her,FullEventful,khanvwi'a,tsinvwi'a,khanvwihsko'i,unhvwanv'i,hinvwvka,unhvwoti
1258,1309,he/she is breathing,FullEventful,khawolate'a,ka'wolate'a,khawolatehsko'i,uwholatehsv'i,hawholataki,uwholatehsti
1261,1312,he/she is parting with him/her (refers to in death),FullEventful,khteka,tsiyvteka,khteko'i,uwhtetsv'i,hiyvteki,uwhte'ihsti
1262,1313,he/she is using it,FullEventful,khtiha,kvtiha,khtihsko'i,uwhthanv'i,hvhta,uwhtohti
1263,1314,he/she is putting out a fire,FullEventful,khtlati'a,kvtlati'a,khtlatihsko'i,uwhtlatv'i,hvhtlata,uwhtlatihsti
1264,1315,he/she is sharpening it,FullEventful,khtliha,kvtliha,khtlihsko'i,uwhtlvhv'i,hvhtla,uwhtlvhti
1265,1316,it is going out (refers to fire‚ light),FullEventful,khtlohska,,khtlohsko'i,uwhtlohsv'i,hvhtlohi,uwhtlohihsti
1266,1317,he/she is putting it into a fire (refers to a flexible object),FullEventful,khtv'vhska,kvtv'vhska,khtv'vhsko'i,uwhtvnv'i,hvhtv'vka,uwhtvti
1267,1319,he/she is mingling with a group,FullEventful,khelatitoha,ke'latitoha,khelatitoho'i,uwhelatitolv'i,helatita,uwhelatitahsti
1270,1322,he/she is linking it,FullEventful,khilhvhska,kv'ilhvhska,khilhvhsko'i,uwhilhanv'i,hvhilhvka,uwhilhti
1277,1329,he/she is shaking it (refers to a flexible object),FullEventful,khtsakv'vhska,tsiyvtsakv'vhska,khtsakv'vhsko'i,uwhtsakvnv'i,hiyvtsakvyha,uwhtsakvti
1285,1337,it is hanging (refers to a long object),FullEventful,khtho'a,,khtho'o'i,,hatho'ehsti,
1285,1337,it is hanging (refers to a long object),FullStative,khtho'a,,khtho'o'i,,hatho'ehsti,
1286,1338,he/she is hanging it up (refers to a long object),FullEventful,khthohsati'a,kathohsati'a,khthohsatihsko'i,uwhthohsatv'i,hathohsata,uwhthohsatihsti
1301,1356,there are (a number of three or more must be specified),FullEventful,nani'a,notsi'a,nani'o'i,,nitsi'ehsti,
1301,1356,there are (a number of three or more must be specified),FullStative,nani'a,notsi'a,nani'o'i,,nitsi'ehsti,
1306,1363,he/she is saying it,FullEventful,nikawe'a,nitsiwe'a,nikawehsko'i,nuwehsv'i,nhiwi,iyuwehsti
1308,1365,he/she is taking it off,FullEventful,nikvnhte'a,nikvnhte'a,nikvnhtehsko'i,nuwanhtehsv'i,nhvnhtaki,iyuwanhtehsti
1309,1366,he/she is putting it on,FullEventful,nikvnhtiha,nikvnhtiha,nikvnhtihsko'i,nuwanhthanv'i,nhvnhta,iyuwanhtohti
1323,1380,he/she has something on (refers to objects),FullEventful,nuwanhti,nakwvnhti,nuwanhto'i,nuwanhtv'i,nitsvnhtehsti,
1323,1380,he/she has something on (refers to objects),FullStative,nuwanhti,nakwvnhti,nuwanhto'i,nuwanhtv'i,nitsvnhtehsti,
1450,1516,he/she is in prayer,FullEventful,utatolihsti,akwatatolihsti,utatolihsto'i,utatolihstv'i,tsatatolihstehsti,utatolihstohti
1450,1516,he/she is in prayer,FullStative,utatolihsti,akwatatolihsti,utatolihsto'i,utatolihstv'i,tsatatolihstehsti,utatolihstohti
1450,1516,he/she is in prayer,InfEventful,utatolihsti,akwatatolihsti,utatolihsto'i,utatolihstv'i,tsatatolihstehsti,utatolihstohti
1451,1517,he/she loves,FullEventful,utakeyuha,akwatakeyuha,utakeyuhso'i,utakeyuhsv'i,tsatakeyuhsehsti,utakeyhti
1451,1517,he/she loves,FullStative,utakeyuha,akwatakeyuha,utakeyuhso'i,utakeyuhsv'i,tsatakeyuhsehsti,utakeyhti
1451,1517,he/she loves,InfEventful,utakeyuha,akwatakeyuha,utakeyuhso'i,utakeyuhsv'i,tsatakeyuhsehsti,utakeyhti
1459,1525,it’s wrinkled,FullEventful,utanekoyuha,akwatanekoyuha,utanekoyuhso'i,utanekoyuhsv'i,tsatanekoyuhsehsti,
1459,1525,it’s wrinkled,FullStative,utanekoyuha,akwatanekoyuha,utanekoyuhso'i,utanekoyuhsv'i,tsatanekoyuhsehsti,
1462,1528,he/she feels,FullEventful,utanhtha,akwatanhtha,utanhtho'i,utanhthv'i,tsatanhthehsti,utanhtatihsti
1462,1528,he/she feels,FullStative,utanhtha,akwatanhtha,utanhtho'i,utanhthv'i,tsatanhthehsti,utanhtatihsti
1462,1528,he/she feels,InfEventful,utanhtha,akwatanhtha,utanhtho'i,utanhthv'i,tsatanhthehsti,utanhtatihsti
1470,1536,it’s in view,FullEventful,utayvlatha,akwatayvlatha,utayvlatho'i,utayvlathv'i,tsatayvlathehsti,utayvlathti
1470,1536,it’s in view,FullStative,utayvlatha,akwatayvlatha,utayvlatho'i,utayvlathv'i,tsatayvlathehsti,utayvlathti
1470,1536,it’s in view,InfEventful,utayvlatha,akwatayvlatha,utayvlatho'i,utayvlathv'i,tsatayvlathehsti,utayvlathti
1471,1537,he/she is throwing it,FullEventful,uteka,akwateka,uteko'i,utinvhsv'i,tsatuka,utinvti
1471,1537,he/she is throwing it,StativeNoImp,uteka,akwateka,uteko'i,utinvhsv'i,tsatuka,utinvti
1471,1537,he/she is throwing it,ImpInfEventful,uteka,akwateka,uteko'i,utinvhsv'i,tsatuka,utinvti
1476,1542,he/she is having a birthday,FullEventful,utethiyiha,akwatethiyiha,utethiyihsko'i,utethiyvhv'i,tsatethiya,utethiyhti
1476,1542,he/she is having a birthday,StativeNoImp,utethiyiha,akwatethiyiha,utethiyihsko'i,utethiyvhv'i,tsatethiya,utethiyhti
1476,1542,he/she is having a birthday,ImpInfEventful,utethiyiha,akwatethiyiha,utethiyihsko'i,utethiyvhv'i,tsatethiya,utethiyhti
1478,1544,it’s hot,FullEventful,utilhehka,,utilhehko'i,utilhehkv'i,tsatilhehkehsti,
1478,1544,it’s hot,FullStative,utilhehka,,utilhehko'i,utilhehkv'i,tsatilhehkehsti,
1479,1545,he/she has a fever,FullEventful,utilhehvhska,akwatilhehvhska,utilhehvhsko'i,utilhehvhskv'i,tsatilhehvhi,utilhehvhsti
1479,1545,he/she has a fever,StativeNoImp,utilhehvhska,akwatilhehvhska,utilhehvhsko'i,utilhehvhskv'i,tsatilhehvhi,utilhehvhsti
1479,1545,he/she has a fever,ImpInfEventful,utilhehvhska,akwatilhehvhska,utilhehvhsko'i,utilhehvhskv'i,tsatilhehvhi,utilhehvhsti
1480,1546,he/she is in hiding,FullEventful,utihskalha,akwatihskalha,utihskalho'i,utihskalhv'i,tsatihskalhehsti,utihskalhti
1480,1546,he/she is in hiding,FullStative,utihskalha,akwatihskalha,utihskalho'i,utihskalhv'i,tsatihskalhehsti,utihskalhti
1480,1546,he/she is in hiding,InfEventful,utihskalha,akwatihskalha,utihskalho'i,utihskalhv'i,tsatihskalhehsti,utihskalhti
1481,1547,he/she is getting well,FullEventful,utiwhska,akwatiwhska,utiwhsko'i,utiwhsv'i,tsatiwhi,utiwhihsti
1481,1547,he/she is getting well,StativeNoImp,utiwhska,akwatiwhska,utiwhsko'i,utiwhsv'i,tsatiwhi,utiwhihsti
1481,1547,he/she is getting well,ImpInfEventful,utiwhska,akwatiwhska,utiwhsko'i,utiwhsv'i,tsatiwhi,utiwhihsti
1483,1549,there’s an opening,FullEventful,utlanvta,,utlanvto'i,utlanvtv'i,,
1483,1549,there’s an opening,FullStative,utlanvta,,utlanvto'i,utlanvtv'i,,
1484,1550,he/she has time,FullEventful,utlanvta'teha,akwatlanvta'teha,utlanvta'teho'i,utlanvta'telv'i,tsatlanvtatihsi,utlanvta'tehti
1484,1550,he/she has time,StativeNoImp,utlanvta'teha,akwatlanvta'teha,utlanvta'teho'i,utlanvta'telv'i,tsatlanvtatihsi,utlanvta'tehti
1484,1550,he/she has time,ImpInfEventful,utlanvta'teha,akwatlanvta'teha,utlanvta'teho'i,utlanvta'telv'i,tsatlanvtatihsi,utlanvta'tehti
1485,1551,he/she is disbelieving,FullEventful,utlahsithv'eha,akwatlahsithv'eha,utlahsithv'eho'i,utlahsithv'elv'i,tsatlahsithvhsi,utlahsithv'ehti
1485,1551,he/she is disbelieving,StativeNoImp,utlahsithv'eha,akwatlahsithv'eha,utlahsithv'eho'i,utlahsithv'elv'i,tsatlahsithvhsi,utlahsithv'ehti
1485,1551,he/she is disbelieving,ImpInfEventful,utlahsithv'eha,akwatlahsithv'eha,utlahsithv'eho'i,utlahsithv'elv'i,tsatlahsithvhsi,utlahsithv'ehti
1487,1553,he/she is taking revenge,FullEventful,utleka,akwatleka,utleko'i,utletsv'i,tsatleki,utle'ihsti
1487,1553,he/she is taking revenge,StativeNoImp,utleka,akwatleka,utleko'i,utletsv'i,tsatleki,utle'ihsti
1487,1553,he/she is taking revenge,ImpInfEventful,utleka,akwatleka,utleko'i,utletsv'i,tsatleki,utle'ihsti
1489,1555,he/she is wearing an earring,FullEventful,utli'ata,akwatli'ata,utli'ato'i,utli'atv'i,tsatli'atehsti,
1489,1555,he/she is wearing an earring,FullStative,utli'ata,akwatli'ata,utli'ato'i,utli'atv'i,tsatli'atehsti,
1493,1559,he/she is sick,FullEventful,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,ImpInfEventful,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1505,1571,he/she is standing in liquid,FullEventful,utuha,akwatuha,utuhso'i,utuhsv'i,tsatuhsehsti,utuhti
1505,1571,he/she is standing in liquid,FullStative,utuha,akwatuha,utuhso'i,utuhsv'i,tsatuhsehsti,utuhti
1505,1571,he/she is standing in liquid,InfEventful,utuha,akwatuha,utuhso'i,utuhsv'i,tsatuhsehsti,utuhti
1507,1573,he/she wants it,FullEventful,utuliha,akwatuliha,utulihsko'i,utulvhv'i,tsatula,utulhti
1507,1573,he/she wants it,StativeNoImp,utuliha,akwatuliha,utulihsko'i,utulvhv'i,tsatula,utulhti
1507,1573,he/she wants it,ImpInfEventful,utuliha,akwatuliha,utulihsko'i,utulvhv'i,tsatula,utulhti
1508,1574,he/she is willing,FullEventful,utvnv'ihsti,akwatvnv'ihsti,utvnv'ihsto'i,utvnv'ihstv'i,tsatvnv'ihstehsti,
1508,1574,he/she is willing,FullStative,utvnv'ihsti,akwatvnv'ihsti,utvnv'ihsto'i,utvnv'ihstv'i,tsatvnv'ihstehsti,
1514,1580,he/she is becoming warm,FullEventful,ukanawohska,akikanawohska,ukanawohsko'i,ukanawohsv'i,tsakanawohi,ukanawohihsti
1514,1580,he/she is becoming warm,StativeNoImp,ukanawohska,akikanawohska,ukanawohsko'i,ukanawohsv'i,tsakanawohi,ukanawohihsti
1514,1580,he/she is becoming warm,ImpInfEventful,ukanawohska,akikanawohska,ukanawohsko'i,ukanawohsv'i,tsakanawohi,ukanawohihsti
1516,1582,he/she is possessive of him/her,FullEventful,ukeyuha,tsikeyu'a,ukeyuhso'i,ukeyuhsv'i,hikeyuhsehsti,ukeyhti
1516,1582,he/she is possessive of him/her,FullStative,ukeyuha,tsikeyu'a,ukeyuhso'i,ukeyuhsv'i,hikeyuhsehsti,ukeyhti
1516,1582,he/she is possessive of him/her,InfEventful,ukeyuha,tsikeyu'a,ukeyuhso'i,ukeyuhsv'i,hikeyuhsehsti,ukeyhti
1523,1589,he/she is late,FullEventful,ukonhiyoka,akikonhiyoka,ukonhiyoko'i,ukonhiyotsv'i,tsakonhiyoki,ukonhiyohsti
1523,1589,he/she is late,StativeNoImp,ukonhiyoka,akikonhiyoka,ukonhiyoko'i,ukonhiyotsv'i,tsakonhiyoki,ukonhiyohsti
1523,1589,he/she is late,ImpInfEventful,ukonhiyoka,akikonhiyoka,ukonhiyoko'i,ukonhiyotsv'i,tsakonhiyoki,ukonhiyohsti
1524,1590,it’s decaying,FullEventful,ukohska,akikohska,ukohsko'i,ukohsv'i,tsakohi,ukohihsti
1524,1590,it’s decaying,StativeNoImp,ukohska,akikohska,ukohsko'i,ukohsv'i,tsakohi,ukohihsti
1524,1590,it’s decaying,ImpInfEventful,ukohska,akikohska,ukohsko'i,ukohsv'i,tsakohi,ukohihsti
1530,1596,he/she has an object (refers to a solid object),FullEventful,uha,akiha,uho'i,uhv'i,tsahehsti,
1530,1596,he/she has an object (refers to a solid object),FullStative,uha,akiha,uho'i,uhv'i,tsahehsti,
1531,1597,he/she is yawning,FullEventful,uhalhokeha,akhalhokeha,uhalhokehsko'i,uhalhokehv'i,tsahalhokvla,uhalhokehti
1531,1597,he/she is yawning,StativeNoImp,uhalhokeha,akhalhokeha,uhalhokehsko'i,uhalhokehv'i,tsahalhokvla,uhalhokehti
1531,1597,he/she is yawning,ImpInfEventful,uhalhokeha,akhalhokeha,uhalhokehsko'i,uhalhokehv'i,tsahalhokvla,uhalhokehti
1534,1600,he/she is having trouble breathing,FullEventful,uhawohstiha,akihawohstiha,uhawohstihsko'i,uhawohsthanv'i,tsahawohsta,uhawohstohti
1534,1600,he/she is having trouble breathing,StativeNoImp,uhawohstiha,akihawohstiha,uhawohstihsko'i,uhawohsthanv'i,tsahawohsta,uhawohstohti
1534,1600,he/she is having trouble breathing,ImpInfEventful,uhawohstiha,akihawohstiha,uhawohstihsko'i,uhawohsthanv'i,tsahawohsta,uhawohstohti
1535,1601,there is dew,FullEventful,uhihsatha,akihihsatha,uhihsatho'i,uhihsathv'i,tsahihsathehsti,
1535,1601,there is dew,FullStative,uhihsatha,akihihsatha,uhihsatho'i,uhihsathv'i,tsahihsathehsti,
1536,1602,he/she is lonesome,FullEventful,uhihsohtaneha,akihihsohtaneha,uhihsohtaneho'i,uhihsohtanelv'i,tsahihsohtahsi,uhihsohtanehti
1536,1602,he/she is lonesome,StativeNoImp,uhihsohtaneha,akihihsohtaneha,uhihsohtaneho'i,uhihsohtanelv'i,tsahihsohtahsi,uhihsohtanehti
1536,1602,he/she is lonesome,ImpInfEventful,uhihsohtaneha,akihihsohtaneha,uhihsohtaneho'i,uhihsohtanelv'i,tsahihsohtahsi,uhihsohtanehti
1537,1603,it’s lonesome,FullEventful,uhihsohti,,uhihsohto'i,uhihsohtv'i,,
1537,1603,it’s lonesome,FullStative,uhihsohti,,uhihsohto'i,uhihsohtv'i,,
1544,1610,he/she is becoming angry,FullEventful,unhalvka,akhinalvka,unhalvko'i,unhalvtsv'i,tshanalvki,unhalv'ihsti
1544,1610,he/she is becoming angry,StativeNoImp,unhalvka,akhinalvka,unhalvko'i,unhalvtsv'i,tshanalvki,unhalv'ihsti
1544,1610,he/she is becoming angry,ImpInfEventful,unhalvka,akhinalvka,unhalvko'i,unhalvtsv'i,tshanalvki,unhalv'ihsti
1545,1611,he/she is angry,FullEventful,unhalvha,akhinalvha,unhalvhso'i,unhalvhsv'i,tshanalvhsehsti,
1545,1611,he/she is angry,FullStative,unhalvha,akhinalvha,unhalvhso'i,unhalvhsv'i,tshanalvhsehsti,
1548,1614,he/she is stubbing his/her toe,FullEventful,unhahskwalo'a,akhinahskwalo'a,unhahskwalohsko'i,unhahskwalo'v'i,tshanahskwalotsa,unhahskwalohsti
1548,1614,he/she is stubbing his/her toe,StativeNoImp,unhahskwalo'a,akhinahskwalo'a,unhahskwalohsko'i,unhahskwalo'v'i,tshanahskwalotsa,unhahskwalohsti
1548,1614,he/she is stubbing his/her toe,ImpInfEventful,unhahskwalo'a,akhinahskwalo'a,unhahskwalohsko'i,unhahskwalo'v'i,tshanahskwalotsa,unhahskwalohsti
1551,1617,he/she has a chill,FullEventful,unhawahstiha,akhinawahstiha,unhawahstihsko'i,unhawahsthanv'i,tshanawahsta,unhawahstohti
1551,1617,he/she has a chill,StativeNoImp,unhawahstiha,akhinawahstiha,unhawahstihsko'i,unhawahsthanv'i,tshanawahsta,unhawahstohti
1551,1617,he/she has a chill,ImpInfEventful,unhawahstiha,akhinawahstiha,unhawahstihsko'i,unhawahsthanv'i,tshanawahsta,unhawahstohti
1554,1620,he/she is in bed,FullEventful,unhiha,akwanhiha,unhiho'i,unhihv'i,tsanhihehsti,
1554,1620,he/she is in bed,FullStative,unhiha,akwanhiha,unhiho'i,unhihv'i,tsanhihehsti,
1557,1623,he/she is wearing a shirt,FullEventful,unhuwa,akwanhuwa,unhuwo'i,unhuwv'i,tsanhuwehsti,
1557,1623,he/she is wearing a shirt,FullStative,unhuwa,akwanhuwa,unhuwo'i,unhuwv'i,tsanhuwehsti,
1561,1627,he/she is buying it,FullEventful,uwhahska,akhiwahska,uwhahsko'i,uwhahsv'i,tshawahi,uwhahihsti
1561,1627,he/she is buying it,StativeNoImp,uwhahska,akhiwahska,uwhahsko'i,uwhahsv'i,tshawahi,uwhahihsti
1561,1627,he/she is buying it,ImpInfEventful,uwhahska,akhiwahska,uwhahsko'i,uwhahsv'i,tshawahi,uwhahihsti
1563,1629,he/she is looking for it,FullEventful,uyhoha,akiyhoha,uyhoho'i,uyhalv'i,tsayhka,uyhsti
1563,1629,he/she is looking for it,StativeNoImp,uyhoha,akiyhoha,uyhoho'i,uyhalv'i,tsayhka,uyhsti
1563,1629,he/she is looking for it,ImpInfEventful,uyhoha,akiyhoha,uyhoho'i,uyhalv'i,tsayhka,uyhsti
1564,1630,he/she is afloat,FullEventful,uyholuha,akhiyoluha,uyholuhso'i,uyholuhsv'i,hiyholuhvka,uyholuhti
1564,1630,he/she is afloat,StativeNoImp,uyholuha,akhiyoluha,uyholuhso'i,uyholuhsv'i,hiyholuhvka,uyholuhti
1564,1630,he/she is afloat,ImpInfEventful,uyholuha,akhiyoluha,uyholuhso'i,uyholuhsv'i,hiyholuhvka,uyholuhti
1569,1635,it is cold (refers to weather),FullEventful,uyhvtla,,uyhvtlo'i,uyhvtlv'i,,
1569,1635,it is cold (refers to weather),FullStative,uyhvtla,,uyhvtlo'i,uyhvtlv'i,,
1570,1636,he/she has a cold,FullEventful,uyhvtla uniyiha,uyhvtla aki'niyiha,uyhvtla uniyihsko'i,uyhvtla uniyvhv'i,uyhvtla witsa'niya,uyhvtla uniyhti
1570,1636,he/she has a cold,StativeNoImp,uyhvtla uniyiha,uyhvtla aki'niyiha,uyhvtla uniyihsko'i,uyhvtla uniyvhv'i,uyhvtla witsa'niya,uyhvtla uniyhti
1570,1636,he/she has a cold,ImpInfEventful,uyhvtla uniyiha,uyhvtla aki'niyiha,uyhvtla uniyihsko'i,uyhvtla uniyvhv'i,uyhvtla witsa'niya,uyhvtla uniyhti
1571,1637,he/she is choking on it,FullEventful,uyhvhtsinvthka,akhiyvhtsinvthka,uyhvhtsinvthko'i,uyhvhtsinvtsv'i,tshayvhtsinvthki,uyhvhtsinvtsti
1571,1637,he/she is choking on it,StativeNoImp,uyhvhtsinvthka,akhiyvhtsinvthka,uyhvhtsinvthko'i,uyhvhtsinvtsv'i,tshayvhtsinvthki,uyhvhtsinvtsti
1571,1637,he/she is choking on it,ImpInfEventful,uyhvhtsinvthka,akhiyvhtsinvthka,uyhvhtsinvthko'i,uyhvhtsinvtsv'i,tshayvhtsinvthki,uyhvhtsinvtsti
1572,1638,he/she is getting drunk,FullEventful,uyhvhste'a,akhiyvhste'a,uyhvhstehsko'i,uyhvhsta'v'i,tshayvhstaka,uyhvhstehsti
1572,1638,he/she is getting drunk,StativeNoImp,uyhvhste'a,akhiyvhste'a,uyhvhstehsko'i,uyhvhsta'v'i,tshayvhstaka,uyhvhstehsti
1572,1638,he/she is getting drunk,ImpInfEventful,uyhvhste'a,akhiyvhste'a,uyhvhstehsko'i,uyhvhsta'v'i,tshayvhstaka,uyhvhstehsti
1576,1642,he/she is inside it,FullEventful,utsa'a,akwatsa'a,utsa'o'i,utsa'v'i,tsatsa'ehsti,
1576,1642,he/she is inside it,FullStative,utsa'a,akwatsa'a,utsa'o'i,utsa'v'i,tsatsa'ehsti,
1580,1646,he/she is grinning,FullEventful,utsetsti,akwatsetsti,utsetsto'i,utsetstv'i,hatsetsta,utsetstohti
1580,1646,he/she is grinning,StativeNoImp,utsetsti,akwatsetsti,utsetsto'i,utsetstv'i,hatsetsta,utsetstohti
1580,1646,he/she is grinning,ImpInfEventful,utsetsti,akwatsetsti,utsetsto'i,utsetstv'i,hatsetsta,utsetstohti
1585,1651,it’s rattling,FullEventful,utsonatha,akwatsonatha,utsonatho'i,utsonathv'i,hatsonathvka,utsonathti
1585,1651,it’s rattling,StativeNoImp,utsonatha,akwatsonatha,utsonatho'i,utsonathv'i,hatsonathvka,utsonathti
1585,1651,it’s rattling,ImpInfEventful,utsonatha,akwatsonatha,utsonatho'i,utsonathv'i,hatsonathvka,utsonathti
1592,1658,it’s sticking out,FullEventful,ukhsatha,akwakhsatha,ukhsatho'i,ukhsathv'i,tsakhsathehsti,ukhsathti
1592,1658,it’s sticking out,FullStative,ukhsatha,akwakhsatha,ukhsatho'i,ukhsathv'i,tsakhsathehsti,ukhsathti
1592,1658,it’s sticking out,InfEventful,ukhsatha,akwakhsatha,ukhsatho'i,ukhsathv'i,tsakhsathehsti,ukhsathti
1593,1659,he/she is watching him/her,FullEventful,ukhsehsti,tsiyakahsehsti,ukhsehsto'i,ukhsehstv'i,hiyakahsehstehsti,ukhsehstohti
1593,1659,he/she is watching him/her,FullStative,ukhsehsti,tsiyakahsehsti,ukhsehsto'i,ukhsehstv'i,hiyakahsehstehsti,ukhsehstohti
1593,1659,he/she is watching him/her,InfEventful,ukhsehsti,tsiyakahsehsti,ukhsehsto'i,ukhsehstv'i,hiyakahsehstehsti,ukhsehstohti
1597,1663,it’s foggy,FullEventful,ukhvhata,akikhvhata,ukhvhato'i,ukhvhatv'i,tsakhvhatehsti,
1597,1663,it’s foggy,FullStative,ukhvhata,akikhvhata,ukhvhato'i,ukhvhatv'i,tsakhvhatehsti,
1599,1665,he/she is not having luck at hunting,FullEventful,ukwholeka,akikwholeka,ukwholeko'i,ukwholvhsv'i,tsakwholuka,ukwholvhsti
1599,1665,he/she is not having luck at hunting,StativeNoImp,ukwholeka,akikwholeka,ukwholeko'i,ukwholvhsv'i,tsakwholuka,ukwholvhsti
1599,1665,he/she is not having luck at hunting,ImpInfEventful,ukwholeka,akikwholeka,ukwholeko'i,ukwholvhsv'i,tsakwholuka,ukwholvhsti
1602,1668,he/she is losing his/her way,FullEventful,ulenahiha,akwalenahiha,ulenahiho'i,ulenalhv'i,tsalenaka,ulenahsti
1602,1668,he/she is losing his/her way,StativeNoImp,ulenahiha,akwalenahiha,ulenahiho'i,ulenalhv'i,tsalenaka,ulenahsti
1602,1668,he/she is losing his/her way,ImpInfEventful,ulenahiha,akwalenahiha,ulenahiho'i,ulenalhv'i,tsalenaka,ulenahsti
1604,1670,he/she is making a mistake,FullEventful,ulitahstiha,akilitahstiha,ulitahstihsko'i,ulitahsthanv'i,tsalitahsta,ulitahstohti
1604,1670,he/she is making a mistake,StativeNoImp,ulitahstiha,akilitahstiha,ulitahstihsko'i,ulitahsthanv'i,tsalitahsta,ulitahstohti
1604,1670,he/she is making a mistake,ImpInfEventful,ulitahstiha,akilitahstiha,ulitahstihsko'i,ulitahsthanv'i,tsalitahsta,ulitahstohti
1612,1678,he/she is whining,FullEventful,uliyetiha,akiliyetiha,uliyetihsko'i,uliyethanv'i,tsaliyeta,uliyetohti
1612,1678,he/she is whining,StativeNoImp,uliyetiha,akiliyetiha,uliyetihsko'i,uliyethanv'i,tsaliyeta,uliyetohti
1612,1678,he/she is whining,ImpInfEventful,uliyetiha,akiliyetiha,uliyetihsko'i,uliyethanv'i,tsaliyeta,uliyetohti
1613,1679,he/she is wearing a ring,FullEventful,uliyehsuhsthka,akwaliyehsuhsthka,uliyehsuhsthko'i,uliyehsuhsthkv'i,tsaliyehsuhsthkehsti,
1613,1679,he/she is wearing a ring,FullStative,uliyehsuhsthka,akwaliyehsuhsthka,uliyehsuhsthko'i,uliyehsuhsthkv'i,tsaliyehsuhsthkehsti,
1614,1680,it’s cloudy,FullEventful,ulokila,,ulokilo'i,ulokilv'i,,
1614,1680,it’s cloudy,FullStative,ulokila,,ulokilo'i,ulokilv'i,,
1616,1682,it’s happening to him,FullEventful,ulhstanheha,akwalhstanheha,ulhstanheho'i,ulhstanhelv'i,tsalhstahsi,ulhstanhehti
1616,1682,it’s happening to him,StativeNoImp,ulhstanheha,akwalhstanheha,ulhstanheho'i,ulhstanhelv'i,tsalhstahsi,ulhstanhehti
1616,1682,it’s happening to him,ImpInfEventful,ulhstanheha,akwalhstanheha,ulhstanheho'i,ulhstanhelv'i,tsalhstahsi,ulhstanhehti
1618,1684,he/she is wearing a cap,FullEventful,ulhstula,akwalhstula,ulhstulo'i,ulhstulv'i,tsalhstulehsti,
1618,1684,he/she is wearing a cap,FullStative,ulhstula,akwalhstula,ulhstulo'i,ulhstulv'i,tsalhstulehsti,
1621,1687,he/she is sticking his/her head out,FullEventful,ulhskwaluta,akwalhskwaluta,ulhskwaluto'i,ulhskwalutv'i,tsalhskwalutehsti,
1621,1687,he/she is sticking his/her head out,FullStative,ulhskwaluta,akwalhskwaluta,ulhskwaluto'i,ulhskwalutv'i,tsalhskwalutehsti,
1622,1688,he/she is wearing a hat,FullEventful,ulhskwethuhka,akwalhskwethuhka,ulhskwethuhko'i,ulhskwethuhkv'i,tsalhskwethuhkehsti,
1622,1688,he/she is wearing a hat,FullStative,ulhskwethuhka,akwalhskwethuhka,ulhskwethuhko'i,ulhskwethuhkv'i,tsalhskwethuhkehsti,
1623,1689,it’s dark,FullEventful,ulhsihka,,ulhsihko'i,ulhsihkv'i,tsalhsihkehsti,
1623,1689,it’s dark,FullStative,ulhsihka,,ulhsihko'i,ulhsihkv'i,tsalhsihkehsti,
1627,1693,he/she likes him/her,FullEventful,ulvkwhti,tsilvkwoti,ulvkwhto'i,ulvkwhtv'i,hilvkwota,ulvkwhtohti
1627,1693,he/she likes him/her,StativeNoImp,ulvkwhti,tsilvkwoti,ulvkwhto'i,ulvkwhtv'i,hilvkwota,ulvkwhtohti
1627,1693,he/she likes him/her,ImpInfEventful,ulvkwhti,tsilvkwoti,ulvkwhto'i,ulvkwhtv'i,hilvkwota,ulvkwhtohti
1629,1695,he/she has an object (refers to a flexible object),FullEventful,una'a,akina'a,una'o'i,una'v'i,tsana'ehsti,
1629,1695,he/she has an object (refers to a flexible object),FullStative,una'a,akina'a,una'o'i,una'v'i,tsana'ehsti,
1632,1698,they are together,FullEventful,unalikoha,okalikoha,unalikohso'i,unalikohsv'i,itsalikohsehsti,
1632,1698,they are together,FullStative,unalikoha,okalikoha,unalikohso'i,unalikohsv'i,itsalikohsehsti,
1639,1705,he/she is being mean,FullEventful,unekutsa,akinekutsa,unekutso'i,unekutsv'i,tsanekutsehsti,
1639,1705,he/she is being mean,FullStative,unekutsa,akinekutsa,unekutso'i,unekutsv'i,tsanekutsehsti,
1642,1708,he/she has a liquid,FullEventful,uneha,akineha,uneho'i,unehv'i,tsanehehsti,unehti
1642,1708,he/she has a liquid,FullStative,uneha,akineha,uneho'i,unehv'i,tsanehehsti,unehti
1642,1708,he/she has a liquid,InfEventful,uneha,akineha,uneho'i,unehv'i,tsanehehsti,unehti
1646,1712,he/she knows it,FullEventful,unhtha,akwanhtha,unhtho'i,unhthv'i,tsanhthehsti,
1646,1712,he/she knows it,FullStative,unhtha,akwanhtha,unhtho'i,unhthv'i,tsanhthehsti,
1649,1715,it is making a sound,FullEventful,unoyhvhka,akinoyhvhka,unoyhvhko'i,unoyhvlhsv'i,tsanoyhvla,unoyhvlhihsti
1649,1715,it is making a sound,StativeNoImp,unoyhvhka,akinoyhvhka,unoyhvhko'i,unoyhvlhsv'i,tsanoyhvla,unoyhvlhihsti
