corpus_id,entry_no,definition,prediction,present,present_1sg,imperfective,perfective,imperative,infinitive
4,8,it’s bouncing,FullEventful,atateka,katateka,atateko'i,utatinvhsv'i,hatatuka,utatinvti
5,9,he/she is limping,FullEventful,atateka,katateka,atateko'i,utatehsv'i,hatatuka,utatinvti
6,10,he/she is bouncing it,FullEventful,atatinvtiha,katatinvtiha,atatinvtihsko'i,utatinvthanv'i,hatatinvta,utatinvtohti
7,11,he/she is putting on a belt,FullEventful,atatlohiha,katatlohiha,atatlohiho'i,utatlolhv'i,hatatloka,utatlohsti
10,14,he/she is praying,FullEventful,atatolihstiha,katatolihstiha,atatolihstihsko'i,utatolihsthanv'i,hatatolihsta,utatolihstohti
16,20,he/she is fanning himself/herself,FullEventful,atanhoyeha,katanoyeha,atanhoyehsko'i,utanhoyehv'i,hatanhoyvla,utanhoyehti
18,22,he/she is visiting,FullEventful,atawhahthvhitoha,katawahthvhitoha,atawhahthvhitoho'i,utawhahthvhitolv'i,hatawhahthvhita,utawhahthvhitahsti
19,23,he/she is stretching,FullEventful,atayhahstiha,katayahstiha,atayhahstihsko'i,utayhahsthanv'i,hatayhahsta,utayhahstohti
21,25,he/she is denying him/her,FullEventful,atayhiha,tsiyata'yiha,atayhiho'i,utayhilv'i,hiyatayika,utayhsti
22,26,he/she is committing adultery,FullEventful,atayhoneha,katayoneha,atayhoneho'i,utayhonelv'i,hatayhonvla,utayhonehti
25,29,it’s ripping,FullEventful,atatsakaliha,katatsakali'a,atatsakalihsko'i,utatsakalvhv'i,hatatsakala,utatsakalhti
27,31,he/she is looking at himself/herself in a mirror,FullEventful,atakheha,katakheha,atakhehsko'i,utakhehv'i,hatakhvla,utakhehti
29,33,it’s beginning,FullEventful,ataleniha,,atalenihsko'i,utalenvhv'i,,utalenhti
29,33,it’s beginning,FullStative,ataleniha,,atalenihsko'i,utalenvhv'i,,utalenhti
29,33,it’s beginning,InfEventful,ataleniha,,atalenihsko'i,utalenvhv'i,,utalenhti
30,34,he/she is shopping,FullEventful,atananehsvhvhska,katananehsvhvhska,atananehsvhvhsko'i,utananehsvnhv'i,hatananehsvhvka,utananehsvhvhsti
32,36,he/she is taking off running,FullEventful,atanawhstiha,katanawhstiha,atanawhstihsko'i,utanawhsthanv'i,hatanawhsta,utanawhstohti
33,37,he/she is changing,FullEventful,atanetliyv'a,katanetliyv'a,atanetliyvhsko'i,utanetliyvhsv'i,hatanetliyvna,utanetliyvhsti
34,38,he/she is taking turns with him/her,FullEventful,atanetliyvhstiha,katanetliyvhstiha,atanetliyvhstihsko'i,utanetliyvhsthanv'i,hatanetliyvhsta,utanetliyvhstohti
39,43,he/she is thinking,FullEventful,atanhtheha,katanvtheha,atanhthehsko'i,utanhthelhv'i,hatanhthvla,utanhthehti
41,45,he/she is pondering,FullEventful,atanhthehilo'a,katanvthehilo'a,atanhthehilohsko'i,utanhthehilo'v'i,hatanhthehilotsa,utanhthehilohsti
42,46,he/she is making noise,FullEventful,atanoyhvlhihstiha,katanoyvlihstiha,atanoyhvlhihstihsko'i,utanoyhvlhihsthanv'i,hatanoyhvlhihsta,utanoyhvlhihstohti
43,47,he/she is crawling,FullEventful,atanhsini,katanahsini,atanhsineko'i,utanhsinvhsv'i,hatanhsinuka,utanhsinvhsti
44,48,it’s twisting,FullEventful,atanutheyoha,katanutheyoha,atanutheyoho'i,utanutheyolv'i,hatanutheyaka,utanutheyoti
45,49,he/she is moving from one place to another,FullEventful,atanv'a,kata'nv'a,ata'nvhsko'i,uta'nvhsv'i,hata'nvna,uta'nvhsti
46,50,he/she is ordering it,FullEventful,atanvhska,katanvhska,atanvhsko'i,utanvhsv'i,hatanvla,utanvhsti
48,52,he/she is cooking a meal,FullEventful,atahstayvhvhska,katahstayvhvhska,atahstayvhvhsko'i,utahstayvnhv'i,hatahstayvhvka,utahstayhti
51,55,it’s burning (refers to flames),FullEventful,atawelaki'a,katawelaki'a,atawelakihsko'i,utawelakv'i,hatawelaka,utawelakihsti
54,58,he/she is resting,FullEventful,atawehsolvhstiha,katawehsolvhstiha,atawehsolvhstihsko'i,utawehsolvhsthanv'i,hatawehsolvhsta,utawehsolvhstohti
56,60,he/she is bathing,FullEventful,atawo'a,katawo'a,atawohsko'i,utawo'v'i,hatawotsa,utawohsti
59,63,he/she is giving him/her it (refers to a long object),FullEventful,ateha,tsiteha,ateho'i,utelv'i,hitihsi,utehti
60,64,he/she is learning,FullEventful,atelhohkwa'a,katelohkwa'a,atelhohkwahsko'i,utelhohkwa'v'i,hatelhohkwa,utelhohkwahsti
61,65,he/she is embarrassing him/her,FullEventful,atehohihstiha,tsiyate'ohihstiha,atehohihstihsko'i,utehohihsthanv'i,hiyate'ohihsta,utehohihstohti
62,66,he/she is embarrassed,FullEventful,atehohska,kate'ohska,atehohsko'i,utehohsv'i,hatehohi,utehohihsti
63,67,he/she is being born,FullEventful,atehvhska,kate'vhska,atehvhsko'i,utenhv'i,hatehvka,utehti
67,71,he/she is finding it out,FullEventful,atelohohska,katelo'ohska,atelohohsko'i,utelohohsv'i,hatelohohi,utelohohihsti
69,73,he/she is diving,FullEventful,atethvhska,katetvhska,atethvhsko'i,utethinv'i,hatethvka,utethti
70,74,he/she is going around a curve,FullEventful,ateyoha,kateyoha,ateyoho'i,uteyolv'i,hateyaka,uteyhsti
72,76,he/she is laying it down (refers to a long object),FullEventful,ati'a,tsiti'a,atihsko'i,utv'i,hita,utihsti
73,77,he/she is rising (from a prone position),FullEventful,atitiha,katiti'a,atitihsko'i,utitvhv'i,hatita,utithti
74,78,he/she is scattering it,FullEventful,atikaleya'a,katikaleya'a,atikaleyahsko'i,utikaleyv'i,hatikaleya,utikaleyahsti
75,79,it’s scattering,FullEventful,atikaleyoka,,atikaleyoko'i,utikaleyotsv'i,,utikaleyoyhsti
75,79,it’s scattering,FullStative,atikaleyoka,,atikaleyoko'i,utikaleyotsv'i,,utikaleyoyhsti
75,79,it’s scattering,InfEventful,atikaleyoka,,atikaleyoko'i,utikaleyotsv'i,,utikaleyoyhsti
76,80,he/she is spinning,FullEventful,atikwalvteyoha,katikwalvteyoha,atikwalvteyoho'i,utikwalvteyolv'i,hatikwalvteyaka,utikwalvteyhsti
77,81,he/she is saying it,FullEventful,atiha,kati'a,atihsko'i,utvnhv'i,hata,uthti
78,82,he/she is running over him/her,FullEventful,atinvtiha,tsiyatinvtiha,atinvtihsko'i,utinvthanv'i,hiyatinvta,utinvtohti
79,83,he/she is hiding,FullEventful,atihskalhvhska,katihskalhvhska,atihskalhvhsko'i,utihskalhanv'i,hatihskalhvka,utihskalhti
80,84,he/she is leaving it behind (refers to a long object),FullEventful,atihsiya'a,tsitihsiya'a,atihsiyahsko'i,utihsiyv'i,hitihsiya,utihsiyahsti
82,86,he/she is drinking it,FullEventful,atithahska,katithahska,atithahsko'i,utithahv'i,hatitha,utithahsti
85,89,he/she is scratching,FullEventful,atlakohska,katlakohska,atlakohsko'i,utlakohsv'i,hatlakola,utlakohsti
87,91,he/she is turning off the road,FullEventful,atle'a,katle'a,atlehsko'i,utlehsv'i,hatlaki,utlehsti
88,92,he/she is taking revenge against him/her,FullEventful,atletsheha,tsiyatletsheha,atletsheho'i,utletshelv'i,hiyatletshihsi,utletshehti
92,96,he/she is pouring liquid into a container,FullEventful,atli'a,tsitli'a,atlihsko'i,utlv'i,hitlika,utlihsti
94,98,it’s pouring into a container (refers to liquid),FullEventful,atlika,,atliko'i,utlitsv'i,,utliyhsti
94,98,it’s pouring into a container (refers to liquid),FullStative,atlika,,atliko'i,utlitsv'i,,utliyhsti
94,98,it’s pouring into a container (refers to liquid),InfEventful,atlika,,atliko'i,utlitsv'i,,utliyhsti
95,99,he/she is drawing a liquid out of a container,FullEventful,atliha,tsitli'a,atlihsko'i,utlvhv'i,hitla,utlvhti
96,100,he/she is pouring a liquid into a container,FullEventful,atlihstiha,tsitlihstiha,atlihstihsko'i,utlihsthanv'i,hitlihsta,utlihstohti
98,102,he/she is crying,FullEventful,atloyhiha,katloyiha,atloyhiho'i,utloyhilv'i,hatloyhka,utloyhsti
99,103,he/she is getting off,FullEventful,atloyhska,katloyhska,atloyhsko'i,utloyhsv'i,hatlohi,utlohihsti
100,104,he/she is bragging,FullEventful,atlvkwhska,katlvkwahska,atlvkwhsko'i,utlvkwhsv'i,hatlvkwha,utlvkwhihsti
101,105,he/she is catching up with him/her,FullEventful,atlvthahska,tsiyatlvthahska,atlvthahsko'i,utlvthahv'i,hiyatlvtha,utlvthahsti
106,110,he/she is doing it,FullEventful,atvneha,katvneha,atvneho'i,utvnelv'i,hatvka,utvnhti
107,111,he/she is acting silly,FullEventful,atvneliha,katvneliha,atvnelihsko'i,utvnelvnhv'i,hatvnela,utvnelhti
109,113,he/she is preparing it,FullEventful,atvnv'ihstiha,katvnv'ihstiha,atvnv'ihstihsko'i,utvnv'ihsthanv'i,hatvnv'ihsta,utvnv'ihstohti
112,116,it is shining (refers to sun or moon),FullEventful,akaliha,,akalihsko'i,ukalihsv'i,,ukalihihsti
112,116,it is shining (refers to sun or moon),FullStative,akaliha,,akalihsko'i,ukalihsv'i,,ukalihihsti
112,116,it is shining (refers to sun or moon),InfEventful,akaliha,,akalihsko'i,ukalihsv'i,,ukalihihsti
113,117,he/she is breaking it (refers to a flexible object),FullEventful,akalhska,tsikalhska,akalhsko'i,ukalhsv'i,hika'la,ukalhsti
115,119,he/she is licking it,FullEventful,akanati'a,tsikanati'a,akanatihsko'i,ukanatv'i,hikanata,ukanatihsti
117,121,he/she is warming it,FullEventful,akanawhtiha,tsikanawotiha,akanawhtihsko'i,ukanawhthanv'i,hikanawhta,ukanawhtohti
118,122,it’s getting warm,FullEventful,akanawohska,,akanawohsko'i,ukanawohsv'i,,ukanawohihsti
118,122,it’s getting warm,FullStative,akanawohska,,akanawohsko'i,ukanawohsv'i,,ukanawohihsti
118,122,it’s getting warm,InfEventful,akanawohska,,akanawohsko'i,ukanawohsv'i,,ukanawohihsti
119,123,it’s raining,FullEventful,akahska,,akahsko'i,ukanhanv'i,,ukanhti
119,123,it’s raining,FullStative,akahska,,akahsko'i,ukanhanv'i,,ukanhti
119,123,it’s raining,InfEventful,akahska,,akahsko'i,ukanhanv'i,,ukanhti
127,132,he/she is eating it (refers to a single solid food),FullEventful,aki'a,tsiki'a,akihsko'i,ukv'i,hika,ukihsti
128,133,he/she is picking it up,FullEventful,aki'a,tsiki'a,akihsko'i,ukihsv'i,hiki,ukihsti
130,135,he/she is in agony,FullEventful,akilhiyoka,tsikiliyoka,akilhiyoko'i,ukilhiyotsv'i,hikilhiyoki,ukilhiyohsti
133,138,he/she is chewing it,FullEventful,akihsto'a,tsikihsto'a,akihstohsko'i,ukihsto'v'i,hikihstotsa,ukihstohsti
135,140,he/she is burning him/her,FullEventful,akohvhstiha,tsiyakohvhstiha,akohvhstihsko'i,ukohvhsthanv'i,hiyakohvhsta,ukohvhstohti
136,141,it’s burning,FullEventful,akohvhska,kakohvhska,akohvhsko'i,ukonhv'i,hakonha,ukohvhsti
138,143,he/she is reading,FullEventful,akoliye'a,tsikoliye'a,akoliyehsko'i,ukoliye'v'i,hikoliya,ukoliyeti
140,145,he/she is target practicing,FullEventful,akoniha,kakoniha,akonihsko'i,ukonvhv'i,hakona,ukonhti
143,148,he/she sees him/her,FullEventful,akowhthiha,tsikowhthiha,akowhthihsko'i,ukohv'i,hikowahtha,ukowhthvhti
145,150,he/she is showing it to him/her,FullEventful,akowhthvhtiha,tsikowhthvhtiha,akowhthvhtihsko'i,ukowhthvhthanv'i,hikowhthvhta,ukowhthvhtohti
148,153,he/she is cutting it,FullEventful,akvhaliha,tsikv'aliha,akvhalihsko'i,ukvhalvhv'i,hikvhala,ukvhalhti
149,154,he/she is chopping it up,FullEventful,akvhaluyhska,tsikv'aluyhska,akvhaluyhsko'i,ukvhaluyhv'i,hikvhaluyha,ukvhaluyhsti
152,157,he/she is scolding him/her,FullEventful,akvhskolvhska,tsikvhskolvhska,akvhskolvhsko'i,ukvhskolvnv'i,hikvhskolv'vka,ukvhskolvti
153,158,he/she is washing his face,FullEventful,akvhskwo'a,kakvhskwo'a,akvhskwohsko'i,ukvhskwo'v'i,hakvhskwotsa,ukvhskwohsti
155,161,he/she is diverting him/her,FullEventful,ahaluki'a,tsi'aluki'a,ahalukihsko'i,uhalukihsv'i,hi'aluki,uhalukihsti
158,164,he/she is smothering him/her,FullEventful,ahawohstiha,tsi'awohstiha,ahawohstihsko'i,uhawohsthanv'i,hi'awohsta,uhawohstohti
160,166,he/she is handling it,FullEventful,ahitoha,tsi'itoha,ahitoho'i,uhitolv'i,hihita,uhitahsti
161,167,he/she is killing him/her,FullEventful,ahiha,tsi'iha,ahiho'i,ulhv'i,hiluka,uhihsti
162,168,he/she has possession of a vehicle,FullEventful,ahi'leha,tsi'ileha,ahi'leho'i,,,uhi'lvhsti
162,168,he/she has possession of a vehicle,FullStative,ahi'leha,tsi'ileha,ahi'leho'i,,,uhi'lvhsti
162,168,he/she has possession of a vehicle,InfEventful,ahi'leha,tsi'ileha,ahi'leho'i,,,uhi'lvhsti
163,169,he/she is driving it (refers to a vehicle in motion or animal),FullEventful,ahi'li,tsi'ili,ahi'lihso'i,uhi'lvhsv'i,,uhi'lvhsti
163,169,he/she is driving it (refers to a vehicle in motion or animal),FullStative,ahi'li,tsi'ili,ahi'lihso'i,uhi'lvhsv'i,,uhi'lvhsti
163,169,he/she is driving it (refers to a vehicle in motion or animal),InfEventful,ahi'li,tsi'ili,ahi'lihso'i,uhi'lvhsv'i,,uhi'lvhsti
165,171,he/she is leaving it behind,FullEventful,ahiya'a,tsi'iya'a,ahiyahsko'i,uhiyv'i,hihiya,uhiyahsti
166,172,he/she is placing it on something,FullEventful,alhahvhska,tsilhahvhska,alhahvhsko'i,ulhanhv'i,hilhahvka,ulhohti
167,173,he/she is taking off flying,FullEventful,alhawitiha,katlawitiha,alhawitihsko'i,ulhawitvhv'i,halhawita,ulhawithti
169,175,he/she is making him/her fly,FullEventful,alhawithtiha,tsiyatlawithtiha,alhawithtihsko'i,ulhawithtanv'i,hiyatlawithta,ulhawithtohti
171,177,he/she is having a nightmare,FullEventful,alhiki'a,katliki'a,alhikihsko'i,ulhikihsv'i,halhiki,ulhikihsti
172,178,it’s taking time,FullEventful,alhi'ilitoha,,alhi'ilitoho'i,ulhi'ilitolv'i,,ulhi'ilitahsti
172,178,it’s taking time,FullStative,alhi'ilitoha,,alhi'ilitoho'i,ulhi'ilitolv'i,,ulhi'ilitahsti
172,178,it’s taking time,InfEventful,alhi'ilitoha,,alhi'ilitoho'i,ulhi'ilitolv'i,,ulhi'ilitahsti
173,179,he/she is measuring it,FullEventful,alhilo'a,katlilo'a,alhilohsko'i,ulhilo'v'i,halhilotsa,ulhilohsti
175,181,it’s bending,FullEventful,alhiyvhkwitvhska,,alhiyvhkwitvhsko'i,ulhiyvhkwitvnv'i,,ulhiyvhkwitvti
175,181,it’s bending,FullStative,alhiyvhkwitvhska,,alhiyvhkwitvhsko'i,ulhiyvhkwitvnv'i,,ulhiyvhkwitvti
175,181,it’s bending,InfEventful,alhiyvhkwitvhska,,alhiyvhkwitvhsko'i,ulhiyvhkwitvnv'i,,ulhiyvhkwitvti
176,182,he/she is snorting,FullEventful,alhiyvhsanawhstiha,kaliyvhsanawhstiha,alhiyvhsanawhstihsko'i,ulhiyvhsanawhsthanv'i,halhiyvhsanawhsta,ulhiyvhsanawhstohti
177,183,he/she is preaching,FullEventful,alhtsatohvhska,kalitsatohvhska,alhtsatohvhsko'i,ulhtsatonhv'i,halhtsatohvka,ulhtsathti
179,185,it’s shattering,FullEventful,alhkhotvhska,,alhkhotvhsko'i,ulhkhotvnhv'i,,
179,185,it’s shattering,FullStative,alhkhotvhska,,alhkhotvhsko'i,ulhkhotvnhv'i,,
180,186,he/she is shattering it,FullEventful,alhkhothtiha,kalikhothtiha,alhkhothtihsko'i,ulhkhoththanv'i,halhkhothta,ulhkhothtohti
182,188,he/she is beating him/her at a game,FullEventful,alhohska,tsilhohska,alhohsko'i,ulhohsv'i,hilhohi,ulhohihsti
183,189,he/she is combing his/her hair,FullEventful,alhthawo'a,kalithawo'a,alhthawohsko'i,ulhthawo'v'i,halhthawotsa,ulhthawohsti
185,191,he/she is moving (without changing location),FullEventful,alhthelvhvhska,kalithelvhvhska,alhthelvhvhsko'i,ulhthelvnhv'i,halhthelvhvka,ulhthelhti
186,192,he/she is changing his/her shirt,FullEventful,anhawa'iyv'a,kaniwa'iyv'a,anhawa'iyvhsko'i,unhawa'iyvhsv'i,hanhawa'iyvna,unhawa'iyvhsti
187,193,he/she is taking his/her shirt off,FullEventful,anhawe'a,kaniwe'a,anhawehsko'i,unhawehsv'i,hanhawaki,unhawehsti
189,195,he/she is putting on a shirt,FullEventful,anhawo'a,kaniwo'a,anhawohsko'i,unhawo'v'i,hanhawotsa,unhawohsti
190,196,he/she is giving it to him/her,FullEventful,anheha,tsineha,anheho'i,unhelv'i,hi'vhsi,unhehti
191,197,he/she is wrestling,FullEventful,anhehiha,kanhehiha,anhehiho'i,unhelhv'i,hanheka,unhehsti
192,198,he/she is interpreting it,FullEventful,anhelhtiha,kanelhtiha,anhelhtihsko'i,unhelhthanv'i,hanhelhta,unhelhtohti
194,200,he/she is frolicking,FullEventful,anhetsohska,kanetsohska,anhetsohsko'i,unhetsonv'i,hanhetso'vka,unhetsoti
195,201,he/she is building a house,FullEventful,anhehskeha,kanehskeha,anhehskehsko'i,unhehskehv'i,hanhehskvla,unhehskehti
196,202,he/she is leaving,FullEventful,anhiki'a,kaniki'a,anhikihsko'i,unhikihsv'i,hanhiki,unhikihsti
197,203,he/she is starting it,FullEventful,anhikihstiha,kanikihstiha,anhikihstihsko'i,unhikihsthanv'i,hanhikihsta,unhikihstohti
198,204,he/she is carrying it on his/her shoulder (refers to a long object),FullEventful,anholhineka,kanolhineka,anholhineko'i,unholhinvhsv'i,hanholhinuka,unholhinvhsti
200,206,he/she is putting it in liquid (refers to a long object),FullEventful,ahuti'a,tsi'uti'a,ahutihsko'i,uhutv'i,hihuta,uhutihsti
204,210,he/she is hitting him/her on the mouth,FullEventful,ahulvniha,tsi'ulvniha,ahulvniho'i,uhulvnilv'i,hi'ulvnika,uhulvnihsti
205,211,he/she is moving it from one place to another,FullEventful,ahv'a,tsi'v'a,ahvhsko'i,uhvhsv'i,hihvna,uhvhsti
206,212,he/she is setting it down,FullEventful,ahvhska,tsi'vhska,ahvhsko'i,unhv'i,hihvka,uhti
207,213,he/she is finding him/her,FullEventful,awhahthiha,tsiwahthiha,awhahthihsko'i,uwhahthvhv'i,hiwahtha,uwhahthvhti
208,214,he/she is visiting him/her,FullEventful,awhahthvhitoha,tsiwahthvhitoha,awhahthvhitoho'i,uwhahthvhitolv'i,hiwahthvhita,uwhahthvhitahsti
209,215,he/she is taking it somewhere,FullEventful,awhitiha,tsiwitiha,awhitihsko'i,uwhitvhv'i,hiwhita,uwithti
210,216,he/she is planting it,FullEventful,awhihska,tsiwihska,awhihsko'i,uwhihsv'i,hiwhi,uwhihsti
212,218,he/she is peeling it,FullEventful,ayhahkhetska,tsiyahkhetska,ayhahkhetsko'i,uyhahkhetsv'i,hiyhahkhetsa,uyhahkhetsti
214,220,it’s becoming frosty (refers to the ground),FullEventful,ayhahthvhvhska,,ayhahthvhvhsko'i,uyhahthvnhv'i,,uyhahthvthti
214,220,it’s becoming frosty (refers to the ground),FullStative,ayhahthvhvhska,,ayhahthvhvhsko'i,uyhahthvnhv'i,,uyhahthvthti
214,220,it’s becoming frosty (refers to the ground),InfEventful,ayhahthvhvhska,,ayhahthvhvhsko'i,uyhahthvnhv'i,,uyhahthvthti
215,221,he/she is calling him/her,FullEventful,ayhaniha,tsiyaniha,ayhanihsko'i,uyhanvhv'i,hiyana,uyhanhti
216,222,he/she is taking it somewhere by hand,FullEventful,ayheka,tsiyeka,ayheko'i,uyhvhsv'i,hiyhuka,uyhvhsti
217,223,he/she is holding it in his/her hand,FullStative,ayheha,tsiyeha,ayheho'i,ayhehv'i,,
218,224,he/she is quilting it,FullEventful,ayhehkalhvhska,tsiyehkalhvhska,ayhehkalhvhsko'i,uyhehkalhanv'i,hiyhehkalhvka,uyhehkalhti
219,225,he/she is making an incision,FullEventful,ayhelhoha,tsiyelhoha,ayhelhoho'i,uyhelhalv'i,hiyelaka,uyhelhsti
220,226,he/she is imitating him/her,FullEventful,ayheli'a,tsiyeli'a,ayhelihsko'i,uyhelihsv'i,hiyela,uyhelihsti
222,228,he/she is looking for him/her,FullEventful,ayhoha,tsiyoha,ayhoho'i,uyhalv'i,hiyhka,uyhsti
223,229,he/she is swimming (refers to propelling oneself through the water),FullEventful,ayhu'ineka,kayu'ineka,ayhu'ineko'i,uyhu'invhsv'i,hayhu'inuka,uyhu'invhsti
224,230,it’s thundering,FullEventful,ayhvtakwalo'a,,ayhvtakwalohsko'i,uyhvtakwalo'v'i,,uyhvtakwalohsti
224,230,it’s thundering,FullStative,ayhvtakwalo'a,,ayhvtakwalohsko'i,uyhvtakwalo'v'i,,uyhvtakwalohsti
224,230,it’s thundering,InfEventful,ayhvtakwalo'a,,ayhvtakwalohsko'i,uyhvtakwalo'v'i,,uyhvtakwalohsti
228,234,he/she is bending it,FullEventful,ayhvhkwitvhska,tsiyvhkwitvhska,ayhvhkwitvhsko'i,uyhvhkwitvnv'i,hiyhvhkwitv'vka,uyhvhkwitvti
230,236,he/she is kicking him/her,FullEventful,ayhvhthe'a,tsiyayvhthe'a,ayhvhthehsko'i,uyhvhthehsv'i,hiyayhthaki,uyhvhthehsti
232,238,he/she is capturing him/her,FullEventful,ayhvkhiti'a,tsiyvkhiti'a,ayhvkhitihsko'i,uyhvkhitv'i,hiyvkhita,uyhvkhitihsti
233,239,he/she is hitting him/her on the nose,FullEventful,ayhvhsteluhvhska,tsiyvhsteluhvhska,ayhvhsteluhvhsko'i,uyhvhstelunhv'i,hiyvhsteluhvka,uyhvhsteluhti
234,240,he/she is choking him/her,FullEventful,ayhvhskiyiha,tsiyvhskiyiha,ayhvhskiyihsko'i,uyhvhskiyvhv'i,hiyvhskiya,uyhvhskiyhti
235,241,he/she is walking,FullEventful,a'i,ka'i,a'ihso'i,a'ihsv'i,,
235,241,he/she is walking,FullStative,a'i,ka'i,a'ihso'i,a'ihsv'i,,
238,244,it’s hatching,FullEventful,atsa'i'a,katsa'i'a,atsa'ihsko'i,utsa'ihsv'i,hatsa'i,utsa'ihsti
239,245,he/she is dressing up,FullEventful,atsanvhska,katsanvhska,atsanvhsko'i,utsanvnhv'i,hatsanvna,utsanvhti
240,246,he/she is getting in (in a car‚ box‚ etc),FullEventful,atsa'vhska,katsa'vhska,atsa'vhsko'i,utsanv'i,hatsa'vka,utsoti
242,248,he/she is acting like him/her,FullEventful,atselvhska,katselvhska,atselvhsko'i,utselvnhv'i,hatselvna,utselhti
244,250,he/she is spilling it (refers to a liquid or non-liquid like salt‚ sugar),FullEventful,atsewi'a,katsewi'a,atsewihsko'i,utsewv'i,hatsewa,utsewahsti
250,256,it’s blooming,FullEventful,atsilvhska,,atsilvhsko'i,utsilvnhv'i,,utsilhti
250,256,it’s blooming,FullStative,atsilvhska,,atsilvhsko'i,utsilvnhv'i,,utsilhti
250,256,it’s blooming,InfEventful,atsilvhska,,atsilvhsko'i,utsilvnhv'i,,utsilhti
253,259,he/she is lighting a fire,FullEventful,atsihslhvhska,tsitsihslhvhska,atsihslhvhsko'i,utsihslhanv'i,hitsihslhvka,utsihslhvhsti
254,260,he/she is blowing,FullEventful,atsothahska,katsothahska,atsothahsko'i,utsothahv'i,hatsotha,utsothahsti
255,261,he/she is turning on a light,FullEventful,atsvhsthvhska,tsitsvhsthvhska,atsvhsthvhsko'i,utsvhsthanv'i,hitsvhsthvka,utsvhsthvhsti
259,266,he/she is chasing him/her,FullEventful,akheheka,tsikheheka,akheheko'i,ukhehvhsv'i,hikhehuka,ukhehvhsti
261,268,he/she is riding it (refers to anything that can be straddled),FullEventful,akhilvtiha,tsiyakhilvtiha,akhilvtihsko'i,ukhilvthanv'i,hiyakhilvta,ukhilvtohti
263,270,he/she is swallowing it,FullEventful,akhihska,tsi'kihska,akhihsko'i,ukhihsv'i,hikhihi,ukhihihsti
266,273,he/she is shovelling it,FullEventful,akhote'a,tsikhote'a,akhotehsko'i,ukhotehsv'i,hikhotaki,ukhotehsti
270,277,he/she is going down-hill,FullEventful,akhsohska,tsikahsohska,akhsohsko'i,ukhsohsv'i,hikhsohi,ukhsohihsti
273,280,he/she knows how,FullEventful,akhthaha,tsikathaha,akhthaho'i,,,
273,280,he/she knows how,FullStative,akhthaha,tsikathaha,akhthaho'i,,,
276,283,he/she is turning back,FullEventful,akhthahv'a,kakathahv'a,akhthahvhsko'i,ukhthahvhsv'i,hakhthahvna,ukhthahvhsti
277,284,he/she is winking,FullEventful,akhthahstiha,kakathahstiha,akhthahstihsko'i,ukhthahsthanv'i,hakhthahsta,ukhthahstohti
278,285,he/she is hitting him/her on the eye,FullEventful,akhtheluhvhska,tsikatheluhvhska,akhtheluhvhsko'i,ukhthelunhv'i,hikatheluhvka,ukhtheluhti
280,287,he/she is looking around,FullEventful,akhthenoha,tsikathenoha,akhthenoho'i,ukhthenolv'i,hikhthenaka,ukhthenahsti
281,288,he/she is peeking through,FullEventful,akhthiha,kakathiha,akhthihsko'i,ukhthanhv'i,hakhtha,ukhthohti
283,290,he/she is waiting for him/her,FullEventful,akhthiya,tsikathiya,akhthiyo'i,ukhthitv'i,hikathita,ukhthitihsti
286,293,he/she is becoming wise,FullEventful,akhthohvhska,tsikathohvhska,akhthohvhsko'i,ukhthohvhsv'i,hikhtho'vhi,ukhtho'vhihsti
288,295,he/she is looking at him/her,FullEventful,akhthohsti,tsiyakathohsti,akhthohstihsko'i,ukhthohsthanv'i,hiyakathohsta,ukhthohstohti
290,297,he/she is going through it,FullEventful,akhthvlehska,tsikathvlehska,akhthvlehsko'i,ukhthvlehsv'i,hikhthvlehi,ukhthvlehihsti
291,298,he/she is dipping liquid,FullEventful,akhuki'a,tsi'kuki'a,akhukihsko'i,ukhukihsv'i,hikhuki,ukhukihsti
293,300,he/she is paying it,FullEventful,akwhiyiha,kakwiyiha,akwhiyihsko'i,ukwhiyvhv'i,hakwhiya,ukwhiyhti
294,301,he/she is paying him/her,FullEventful,akwhiyv'eha,tsiyakwiyv'eha,akwhiyv'eho'i,ukwhiyv'elv'i,hiyakwiyvhsi,ukwhiyv'ehti
296,303,he/she is tromping on him/her,FullEventful,alahsta'eha,tsiyalahsta'eha,alahsta'ehsko'i,ulahsta'elhv'i,hiyalahsta'vla,ulahsta'ehti
297,304,he/she is stepping on him/her,FullEventful,alahstvhska,tsiyalahstvhska,alahstvhsko'i,ulahstvnv'i,hiyalahstv'vka,ulahstvti
298,305,he/she is playing ball,FullEventful,alahskaliha,kalahskaliha,alahskalihsko'i,ulahskalvhv'i,halahskala,ulahskalhti
300,307,he/she is taking a step,FullEventful,alahskv'a,kalahskv'a,alahskvhsko'i,ulahskvhsv'i,halahskvna,ulahskvhsti
305,312,he/she is placing it in an upright position (refers to a long object),FullEventful,alehtiha,kaletiha,alehtihsko'i,ulehthanv'i,halehta,ulehtohti
306,313,he/she is standing in a certain spot,FullEventful,alehvhska,kale'vhska,alehvhsko'i,ulenhv'i,halehvka,ulehti
307,314,he/she is stopping,FullEventful,alewhihstiha,kalewihstiha,alewhihstihsko'i,ulewhihsthanv'i,halewhihsta,ulewhihstohti
308,315,he/she is stopping him/her,FullEventful,alewhihstohtiha,tsiyalewihstohtiha,alewhihstohtihsko'i,ulewhihstohthanv'i,hiyalewihstohta,ulewhihstohtohti
